collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-15T20:00:00Z,2026-09-15T22:00:00+0200,175.5785,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-15T21:00:00Z,2026-09-15T23:00:00+0200,221.311,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-15T22:00:00Z,2026-09-16T00:00:00+0200,660.93,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-15T23:00:00Z,2026-09-16T01:00:00+0200,900.14,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-16T00:00:00Z,2026-09-16T02:00:00+0200,773.3625,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-16T01:00:00Z,2026-09-16T03:00:00+0200,640.79,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-16T02:00:00Z,2026-09-16T04:00:00+0200,556.5525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-16T03:00:00Z,2026-09-16T05:00:00+0200,409.2075,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-16T04:00:00Z,2026-09-16T06:00:00+0200,371.0225,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-16T05:00:00Z,2026-09-16T07:00:00+0200,502.2225,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-16T06:00:00Z,2026-09-16T08:00:00+0200,667.565,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-16T07:00:00Z,2026-09-16T09:00:00+0200,496.475,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-16T08:00:00Z,2026-09-16T10:00:00+0200,423.99,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-16T09:00:00Z,2026-09-16T11:00:00+0200,434.325,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
2026-09-22T19:43:21Z,2026-09-22T21:43:21+0200,ec4e87ca-e450-427d-ac88-f3dbf883b8ad,2026-09-16T10:00:00Z,2026-09-16T12:00:00+0200,648.545,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore,2026-09-22T19:46:24Z
